1933-11-04,L,AWAY,15,406,0,7,No Poll,No Poll,No Poll,83
1933-11-11,L,HOME,15,364,0,19,No Poll,No Poll,No Poll,106
1933-11-18,W,AWAY,15,165,7,0,No Poll,No Poll,No Poll,90
1933-11-25,L,HOME,15,254,0,19,No Poll,No Poll,No Poll,121
1933-12-02,W,YANKEE STADIUM,15,209,13,12,No Poll,No Poll,No Poll,10
1934-10-06,L,HOME,7,259,6,7,No Poll,No Poll,No Poll,129
1934-10-13,W,HOME,7,364,18,7,No Poll,No Poll,No Poll,106
1934-10-20,W,HOME,7,253,13,0,No Poll,No Poll,No Poll,21
1934-10-27,W,HOME,7,130,19,0,No Poll,No Poll,No Poll,150
1934-11-03,L,AWAY,7,297,0,19,No Poll,No Poll,No Poll,104
1934-11-10,L,AWAY,7,435,6,10,No Poll,No Poll,No Poll,83
1934-11-17,W,AWAY,7,165,20,7,No Poll,No Poll,No Poll,90
1934-11-24,W,YANKEE STADIUM,7,209,12,6,No Poll,No Poll,No Poll,10
1934-12-08,W,AWAY,7,254,14,0,No Poll,No Poll,No Poll,121
1935-09-28,W,HOME,7,33,28,7,No Poll,No Poll,No Poll,62
1935-10-05,W,AWAY,7,253,14,3,No Poll,No Poll,No Poll,21
1935-10-12,W,AWAY,7,130,27,0,No Poll,No Poll,No Poll,150
1935-10-19,W,AWAY,7,297,9,6,No Poll,No Poll,No Poll,104
